File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000OAB	bam	alignments	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					PML-human	ENCAB000AKA	DNA		see document	see document		2012-02-29	ENCODE		see document			2	1							1514933164	Richard Myers, HAIB	890453646b59612a83fcd79bb6213846	https://www.encodeproject.org/files/ENCFF000OAB/@@download/ENCFF000OAB.bam	hg19			released	inconsistent platforms	biological replicates with identical biosample		
ENCFF001RQL	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB	8312583523	Barbara Wold, Caltech	2e943892f0f0365c316a5e3182288b89	https://www.encodeproject.org/files/ENCFF001RQL/@@download/ENCFF001RQL.bam	hg19			released				
ENCFF001RQO	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ	6908813728	Barbara Wold, Caltech	7288cd83941c46cd02fc800934052601	https://www.encodeproject.org/files/ENCFF001RQO/@@download/ENCFF001RQO.bam	hg19			released				
ENCFF001RZI	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB	19182307396	Thomas Gingeras, CSHL	6c86359e62675c4da362962d2b48e800	https://www.encodeproject.org/files/ENCFF001RZI/@@download/ENCFF001RZI.bam	hg19			released				
ENCFF001SBD	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ	14464496372	Thomas Gingeras, CSHL	01b785642dfa54b18d04670f3a8ff765	https://www.encodeproject.org/files/ENCFF001SBD/@@download/ENCFF001SBD.bam	hg19			released				
ENCFF001SDZ	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB	19278862053	Barbara Wold, Caltech	7bd0e4e811ce9713f7a1f6d3bde71ed5	https://www.encodeproject.org/files/ENCFF001SDZ/@@download/ENCFF001SDZ.bam	hg19			released				
ENCFF001SDP	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ	14628702009	Barbara Wold, Caltech	ed16b395d42021b52a7c94ea30702fb0	https://www.encodeproject.org/files/ENCFF001SDP/@@download/ENCFF001SDP.bam	hg19			released				
ENCFF001SGB	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB	19463422867	Brenton Graveley, UConn	d3363eaf9926b74d08ea616a8c8fbd14	https://www.encodeproject.org/files/ENCFF001SGB/@@download/ENCFF001SGB.bam	hg19	HiSeq 2000		released				
ENCFF001SGA	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ	14756788870	Brenton Graveley, UConn	fbae81d6188794311def910dab8d29d4	https://www.encodeproject.org/files/ENCFF001SGA/@@download/ENCFF001SGA.bam	hg19	HiSeq 2000		released				
ENCFF076PWB	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ, ENCFF700TXC	14668751742	ENCODE Processing Pipeline	3629de7b8526d9de000a1a5679c8cfde	https://www.encodeproject.org/files/ENCFF076PWB/@@download/ENCFF076PWB.bam	hg19			released				
ENCFF992KBD	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB, ENCFF700TXC	19338365901	ENCODE Processing Pipeline	533111e936026cc01e969720b650d4ba	https://www.encodeproject.org/files/ENCFF992KBD/@@download/ENCFF992KBD.bam	hg19			released				
ENCFF245CYE	bam	transcriptome alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ, ENCFF839KAI	20906176155	ENCODE Processing Pipeline	4cf8d20d3d0becbf56636a172936ee12	https://www.encodeproject.org/files/ENCFF245CYE/@@download/ENCFF245CYE.bam	hg19			released				
ENCFF440CEE	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB, ENCFF839KAI	23341333838	ENCODE Processing Pipeline	9382c3e50ad357759d1e641cd38c12f7	https://www.encodeproject.org/files/ENCFF440CEE/@@download/ENCFF440CEE.bam	hg19			released				
ENCFF316TOH	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ, ENCFF839KAI	17579916273	ENCODE Processing Pipeline	80c08246d64132eb8f0c47c1c54c2904	https://www.encodeproject.org/files/ENCFF316TOH/@@download/ENCFF316TOH.bam	hg19			released				
ENCFF023VHF	bam	transcriptome alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB, ENCFF839KAI	26314972924	ENCODE Processing Pipeline	d000d566fa36ab8318db0669e3d637dd	https://www.encodeproject.org/files/ENCFF023VHF/@@download/ENCFF023VHF.bam	hg19			released				
ENCFF828YCJ	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ, ENCFF742NER	17429007660	ENCODE Processing Pipeline	1353346441e6adc5e5aa147fe5b5ded6	https://www.encodeproject.org/files/ENCFF828YCJ/@@download/ENCFF828YCJ.bam	GRCh38			released				
ENCFF792UDG	bam	transcriptome alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF001RVT, ENCFF001RVZ, ENCFF742NER	21165537792	ENCODE Processing Pipeline	8f9498d4d77f813eebbefdca2acd2d4e	https://www.encodeproject.org/files/ENCFF792UDG/@@download/ENCFF792UDG.bam	GRCh38			released				
ENCFF379GMK	bam	alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB, ENCFF742NER	23153399512	ENCODE Processing Pipeline	06d4a225f800cd4a0bc4d0545eef7297	https://www.encodeproject.org/files/ENCFF379GMK/@@download/ENCFF379GMK.bam	GRCh38			released				
ENCFF062FGC	bam	transcriptome alignments	ENCSR000AEH	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		2014-07-07	ENCODE		chemical (Nextera tagmentation)	>200		2	1						ENCFF001RVX, ENCFF001RWB, ENCFF742NER	26709909336	ENCODE Processing Pipeline	fd84ecb04403e31d59656372ce59188b	https://www.encodeproject.org/files/ENCFF062FGC/@@download/ENCFF062FGC.bam	GRCh38			released				
ENCFF001HHN	bam	alignments	ENCSR000DRZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			1	1						ENCFF001HHX	279419288	John Stamatoyannopoulos, UW	6bf57205ed4b094c5435d80ac98449de	https://www.encodeproject.org/files/ENCFF001HHN/@@download/ENCFF001HHN.bam	hg19			released				
ENCFF001HHS	bam	alignments	ENCSR000DRZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			2	1						ENCFF001HIA	715536264	John Stamatoyannopoulos, UW	64f1eb5bcb0ed376216ffe589350d703	https://www.encodeproject.org/files/ENCFF001HHS/@@download/ENCFF001HHS.bam	hg19			released				
ENCFF586ZMB	bam	unfiltered alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					2			100				ENCFF199JYM, ENCFF699UWV, ENCFF807MUK	5412965233	ENCODE Processing Pipeline	3d3d1afff166aa32fa866681f75e90a8	https://www.encodeproject.org/files/ENCFF586ZMB/@@download/ENCFF586ZMB.bam	hg19			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF549EZJ	bam	unfiltered alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					2			100				ENCFF199JYM, ENCFF643CGH, ENCFF699UWV	5410690186	ENCODE Processing Pipeline	f6212acedc0a170e821b92ddd5f35151	https://www.encodeproject.org/files/ENCFF549EZJ/@@download/ENCFF549EZJ.bam	GRCh38			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF475YMR	bam	unfiltered alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					1			100				ENCFF471LIQ, ENCFF643CGH, ENCFF868YNQ	7537521957	ENCODE Processing Pipeline	c1e7cf08bbe70c45304ab7ecb16a2210	https://www.encodeproject.org/files/ENCFF475YMR/@@download/ENCFF475YMR.bam	GRCh38			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF585ZIJ	bam	alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					2			100				ENCFF199JYM, ENCFF643CGH, ENCFF699UWV	2764973764	ENCODE Processing Pipeline	73941632302f1dd5e345a99e2c968415	https://www.encodeproject.org/files/ENCFF585ZIJ/@@download/ENCFF585ZIJ.bam	GRCh38			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF609ZXH	bam	unfiltered alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					1			100				ENCFF471LIQ, ENCFF807MUK, ENCFF868YNQ	7671545852	ENCODE Processing Pipeline	4e019c28ae68518364e7430c9ed820b3	https://www.encodeproject.org/files/ENCFF609ZXH/@@download/ENCFF609ZXH.bam	hg19			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF792KZU	bam	alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					2			100				ENCFF199JYM, ENCFF699UWV, ENCFF807MUK	2758279333	ENCODE Processing Pipeline	38796987b97f933f37f27315269e6152	https://www.encodeproject.org/files/ENCFF792KZU/@@download/ENCFF792KZU.bam	hg19			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF241ICI	bam	alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					1			100				ENCFF471LIQ, ENCFF643CGH, ENCFF868YNQ	5311210430	ENCODE Processing Pipeline	4ccb947e5112b4bc38cedb51b1c10975	https://www.encodeproject.org/files/ENCFF241ICI/@@download/ENCFF241ICI.bam	GRCh38			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF744LEM	bam	alignments	ENCSR189YYK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB40-human	ENCAB373DVF	DNA					2016-09-20	ENCODE					1			100				ENCFF471LIQ, ENCFF807MUK, ENCFF868YNQ	4994157742	ENCODE Processing Pipeline	517de504b6006063140ff7b595ca5c94	https://www.encodeproject.org/files/ENCFF744LEM/@@download/ENCFF744LEM.bam	hg19			released	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF652NWL	bam	unfiltered alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					2			100				ENCFF271TDT, ENCFF643CGH, ENCFF973RUL	2884938764	ENCODE Processing Pipeline	338e02f45aef491be101110a2638047a	https://www.encodeproject.org/files/ENCFF652NWL/@@download/ENCFF652NWL.bam	GRCh38			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF686LHL	bam	unfiltered alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					2			100				ENCFF271TDT, ENCFF807MUK, ENCFF973RUL	2883696795	ENCODE Processing Pipeline	17c0d78f31db64de6f52d3b44ec5c3de	https://www.encodeproject.org/files/ENCFF686LHL/@@download/ENCFF686LHL.bam	hg19			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF888AIA	bam	alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					2			100				ENCFF271TDT, ENCFF643CGH, ENCFF973RUL	1982534522	ENCODE Processing Pipeline	64c401591fb1e7359d828ee854358cc7	https://www.encodeproject.org/files/ENCFF888AIA/@@download/ENCFF888AIA.bam	GRCh38			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF955NYD	bam	alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					2			100				ENCFF271TDT, ENCFF807MUK, ENCFF973RUL	1979062499	ENCODE Processing Pipeline	58b66f78549e8e8631cac917354bbb71	https://www.encodeproject.org/files/ENCFF955NYD/@@download/ENCFF955NYD.bam	hg19			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF029UNK	bam	unfiltered alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					1			100				ENCFF079AYE, ENCFF643CGH, ENCFF649MUT	11282277692	ENCODE Processing Pipeline	651692b6f397d097c551ce215b9965d0	https://www.encodeproject.org/files/ENCFF029UNK/@@download/ENCFF029UNK.bam	GRCh38			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF869WVJ	bam	unfiltered alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					1			100				ENCFF079AYE, ENCFF649MUT, ENCFF807MUK	11284170677	ENCODE Processing Pipeline	df93096c954b67b63784f7c526527832	https://www.encodeproject.org/files/ENCFF869WVJ/@@download/ENCFF869WVJ.bam	hg19			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF975GPP	bam	alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					1			100				ENCFF079AYE, ENCFF649MUT, ENCFF807MUK	6751156691	ENCODE Processing Pipeline	217dbd0e7f656442d78d1c068589f907	https://www.encodeproject.org/files/ENCFF975GPP/@@download/ENCFF975GPP.bam	hg19			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF178EBR	bam	alignments	ENCSR293QAR	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MTA2-human	ENCAB744GOI	DNA					2016-09-20	ENCODE					1			100				ENCFF079AYE, ENCFF643CGH, ENCFF649MUT	6761714096	ENCODE Processing Pipeline	dd4f27a425c9c572443ee8b0935657ca	https://www.encodeproject.org/files/ENCFF178EBR/@@download/ENCFF178EBR.bam	GRCh38			released	moderate library complexity, low read depth, mild to moderate bottlenecking			
ENCFF430LJF	bam	unfiltered alignments	ENCSR331HPA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					GABPA-human	ENCAB000AGR	DNA					2014-06-30	ENCODE					1			50				ENCFF002DHL, ENCFF643CGH	1013519629	ENCODE Processing Pipeline	fbd79848814cd9dcebc27fec1eed216f	https://www.encodeproject.org/files/ENCFF430LJF/@@download/ENCFF430LJF.bam	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking	biological replicates with identical biosample	not characterized antibody	
ENCFF084LVF	bam	unfiltered alignments	ENCSR331HPA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					GABPA-human	ENCAB000AGR	DNA					2014-06-30	ENCODE					1			50				ENCFF002DHL, ENCFF807MUK	1013326044	ENCODE Processing Pipeline	f8dd888b02a5cc4c19964761ea7e6c50	https://www.encodeproject.org/files/ENCFF084LVF/@@download/ENCFF084LVF.bam	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking	biological replicates with identical biosample	not characterized antibody	
ENCFF742KAV	bam	unfiltered alignments	ENCSR331HPA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					GABPA-human	ENCAB000AGR	DNA					2014-06-30	ENCODE					2			50				ENCFF002DHM, ENCFF807MUK	1719737259	ENCODE Processing Pipeline	084f3ac8421c4021957b56c42bf77a89	https://www.encodeproject.org/files/ENCFF742KAV/@@download/ENCFF742KAV.bam	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking	biological replicates with identical biosample	not characterized antibody	
ENCFF988HVR	bam	alignments	ENCSR331HPA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					GABPA-human	ENCAB000AGR	DNA					2014-06-30	ENCODE					1			50				ENCFF002DHL, ENCFF643CGH	654294690	ENCODE Processing Pipeline	6ca05126bfff39ed58a87f863096f6fd	https://www.encodeproject.org/files/ENCFF988HVR/@@download/ENCFF988HVR.bam	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking	biological replicates with identical biosample	not characterized antibody	
ENCFF806SMA	bam	unfiltered alignments	ENCSR331HPA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					GABPA-human	ENCAB000AGR	DNA					2014-06-30	ENCODE					2			50				ENCFF002DHM, ENCFF643CGH	1723926167	ENCODE Processing Pipeline	7f5049f4570de9eace339433734522a4	https://www.encodeproject.org/files/ENCFF806SMA/@@download/ENCFF806SMA.bam	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking	biological replicates with identical biosample	not characterized antibody	
